Food code,Main food description
11740328,"Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with plain bottled water"
11740329,"Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with baby water"
11740400,"Enfamil Pregestimil LIPIL, infant formula, NS as to form"
11740401,"Enfamil Pregestimil LIPIL, infant formula, ready-to-feed"
11740403,"Enfamil Pregestimil LIPIL, infant formula, prepared from powder, made with water, NFS"
11740407,"Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with tap water"
11740408,"Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with plain bottled water"
11740409,"Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with baby water"
11740510,"Enfamil Premature LIPIL 20, low iron, infant formula, NS as to form"
11740511,"Enfamil Premature LIPIL 20, low iron, infant formula, ready-to-feed"
11740520,"Enfamil Premature LIPIL 20, with iron, infant formula, NS as to form"
11740521,"Enfamil Premature LIPIL 20, with iron, infant formula, ready-to-feed"
11740540,"Enfamil Premature LIPIL 24, low iron, infant formula, NS as to form"
11740541,"Enfamil Premature LIPIL 24, low iron, infant formula, ready-to-feed"
11740550,"Enfamil Premature LIPIL 24, with iron, infant formula, NS as to form"
11740551,"Enfamil Premature LIPIL 24, with iron, infant formula, ready-to-feed"
11810000,"Milk, dry, not reconstituted, NS as to fat content"
11811000,"Milk, dry, not reconstituted, whole"
11812000,"Milk, dry, not reconstituted, low fat (1%)"
11813000,"Milk, dry, not reconstituted, fat free (skim)"
11825000,"Whey, sweet, dry"
11830100,"Hot chocolate / Cocoa, dry mix, not reconstituted"
11830115,"Hot chocolate / Cocoa, dry mix, no sugar added, not reconstituted"
11830150,"Cocoa powder, not reconstituted (no dry milk)"
11830160,"Chocolate beverage powder, dry mix, not reconstituted"
11830165,"Chocolate beverage powder, reduced sugar, dry mix, not reconstituted"
11830260,"Milk, malted, dry mix, not reconstituted"
11830400,"Strawberry beverage powder, dry mix, not reconstituted"
12100100,"Cream, NS as to light, heavy, or half and half"
12110100,"Cream, light, fluid"
12110300,"Cream, light, whipped, unsweetened"
12120100,"Cream, half and half"
12120105,"Cream, half and half, low fat"
12120110,"Cream, half and half, fat free"
12130100,"Cream, heavy, fluid"
12130200,"Cream, heavy, whipped, unsweetened"
12140000,"Cream, heavy, whipped, sweetened"
12140100,"Cream, whipped, pressurized container"
12140105,"Cream, whipped, pressurized container, light"
12140110,"Whipped topping, dairy based, fat free, pressurized container"
12200100,"Cream substitute, NS as to frozen, liquid, or powdered"
12210100,"Cream substitute, frozen"
12210200,"Cream substitute, liquid"
12210210,"Cream substitute, flavored, liquid"
12210250,"Cream substitute, light, liquid"
12210255,"Cream substitute, light, flavored, liquid"
12210260,"Cream substitute, fat free, liquid"
12210270,"Cream substitute, fat free, flavored, liquid"
12210305,"Cream substitute, sugar free, liquid"
12210310,"Cream substitute, sugar free, flavored, liquid"
12210400,"Cream substitute, powdered"
12210410,"Cream substitute, light, powdered"
12210420,"Cream substitute, flavored, powdered"
12210430,"Cream substitute, fat free, powder"
12210440,"Cream substitute, fat free, flavored, powder"
12210500,"Cream substitute, sugar free, powder"
12210505,"Cream substitute, sugar free, flavored, powder"
12220000,"Whipped topping, nondairy, NS as to canned, frozen, or made from powdered mix"
12220100,"Whipped topping, nondairy, pressurized can"
12220200,"Whipped topping, nondairy, frozen"
12220250,"Whipped topping, nondairy, frozen, lowfat"
12220270,"Whipped topping, nondairy, frozen, fat free"
12220280,"Whipped topping, nondairy, frozen, sugar free"
12220300,"Whipped cream substitute, nondairy, made from powdered mix"
12220400,"Whipped cream substitute, nondairy, lowfat, low sugar, made from powdered mix"
12310100,Sour cream
12310200,"Sour cream, half and half"
12310300,"Sour cream, reduced fat"
12310350,"Sour cream, light"
12310370,"Sour cream, fat free"
12320100,"Sour cream, imitation (nondairy)"
12320200,"Sour cream, filled, sour dressing, nonbutterfat"
12350000,"Dip, sour cream base"
12350020,"Dip, sour cream base, reduced calorie"
12350100,Spinach dip
12350110,Spinach and artichoke dip
13110000,"Ice cream, NFS"
13110100,"Ice cream, regular, flavors other than chocolate"
13110110,"Ice cream, regular, chocolate"
13110120,"Ice cream, rich, flavors other than chocolate"
13110130,"Ice cream, rich, chocolate"
13110140,"Ice cream, rich, NS as to flavor"
13110200,"Ice cream, soft serve, flavors other than chocolate"
13110210,"Ice cream, soft serve, chocolate"
13110220,"Ice cream, soft serve, NS as to flavor"
13110310,"Ice cream, no sugar added, NS as to flavor"
13110320,"Ice cream, no sugar added, flavors other than chocolate"
13110330,"Ice cream, no sugar added, chocolate"
13120050,"Ice cream bar or stick, not chocolate covered or cake covered"
13120100,"Ice cream bar or stick, chocolate covered"
13120110,"Ice cream bar or stick, chocolate or caramel covered, with nuts"
13120120,"Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering"
13120121,"Ice cream bar or stick, rich ice cream, thick chocolate covering"
13120130,"Ice cream bar or stick, rich ice cream, chocolate covered, with nuts"
13120140,"Ice cream bar or stick, chocolate ice cream, chocolate covered"
13120300,"Ice cream bar, cake covered"
13120310,"Ice cream bar, stick or nugget, with crunch coating"
13120400,Ice cream bar or stick with fruit
13120500,Ice cream sandwich
13120550,Ice cream cookie sandwich
13120700,"Ice cream cone with nuts, flavors other than chocolate"
13120710,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate"
13120720,"Ice cream cone, chocolate covered or dipped, flavors other than chocolate"
13120730,"Ice cream cone, no topping, flavors other than chocolate"
13120740,"Ice cream cone, no topping, NS as to flavor"
13120750,"Ice cream cone with nuts, chocolate ice cream"
13120760,"Ice cream cone, chocolate covered or dipped, chocolate ice cream"
13120770,"Ice cream cone, no topping, chocolate ice cream"
13120780,"Ice cream cone, chocolate covered, with nuts, chocolate ice cream"
13120790,Ice cream sundae cone
13120800,"Ice cream soda, flavors other than chocolate"
13120810,"Ice cream soda, chocolate"
13121000,"Ice cream sundae, NS as to topping, with whipped cream"
13121100,"Ice cream sundae, fruit topping, with whipped cream"
13121200,"Ice cream sundae, prepackaged type, flavors other than chocolate"
13121300,"Ice cream sundae, chocolate or fudge topping, with whipped cream"
13121400,"Ice cream sundae, not fruit or chocolate topping, with whipped cream"
13121500,"Ice cream sundae, fudge topping, with cake, with whipped cream"
13122100,"Ice cream pie, no crust"
13122500,"Ice cream pie, with cookie crust, fudge topping, and whipped cream"
13126000,"Ice cream, fried"
13127000,"Dippin' Dots, flash frozen ice cream snacks, flavors other than chocolate"
13127010,"Dippin' Dots, flash frozen ice cream snacks, chocolate"
13130100,"Light ice cream, NS as to flavor (formerly ice milk)"
13130300,"Light ice cream, flavors other than chocolate (formerly ice milk)"
13130310,"Light ice cream, chocolate (formerly ice milk)"
13130320,"Light ice cream, no sugar added, NS as to flavor"
13130330,"Light ice cream, no sugar added, flavors other than chocolate"
13130340,"Light ice cream, no sugar added, chocolate"
13130590,"Light ice cream, soft serve, NS as to flavor (formerly ice milk)"
13130600,"Light ice cream, soft serve, flavors other than chocolate (formerly ice milk)"
13130610,"Light ice cream, soft serve, chocolate (formerly ice milk)"
13130620,"Light ice cream, soft serve cone, flavors other than chocolate (formerly ice milk)"
13130630,"Light ice cream, soft serve cone, chocolate (formerly ice milk)"
13130640,"Light ice cream, soft serve cone, NS as to flavor (formerly ice milk)"
13130700,"Light ice cream, soft serve, blended with candy or cookies"
13135000,"Ice cream sandwich, made with light ice cream, flavors other than chocolate"
13135010,"Ice cream sandwich, made with light chocolate ice cream"
13136000,"Ice cream sandwich, made with light, no sugar added ice cream"
13140100,"Light ice cream, bar or stick, chocolate-coated (formerly ice milk)"
13140110,"Light ice cream, bar or stick, chocolate covered, with nuts (formerly ice milk)"
13140450,"Light ice cream, cone, NFS (formerly ice milk)"
13140500,"Light ice cream, cone, flavors other than chocolate (formerly ice milk)"
13140550,"Light ice cream, cone, chocolate (formerly ice milk)"
13140570,"Light ice cream, no sugar added, cone, NS as to flavor"
13140575,"Light ice cream, no sugar added, cone, flavors other than chocolate"
13140580,"Light ice cream, no sugar added, cone, chocolate"
13140600,"Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream (formerly ice milk)"
13140630,"Light ice cream, sundae, soft serve, fruit topping, with whipped cream (formerly ice milk)"
13140650,"Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream (formerly ice milk)"
13140660,"Light ice cream, sundae, soft serve, chocolate or fudge topping (without whipped cream) (formerly ice milk)"
13140670,"Light ice cream, sundae, soft serve, fruit topping (without whipped cream) (formerly ice milk)"
13140680,"Light ice cream, sundae, soft serve, not fruit or chocolate topping (without whipped cream) (formerly ice milk)"
13140700,"Light ice cream, creamsicle or dreamsicle (formerly ice milk)"
13140710,"Light ice cream, creamsicle or dreamsicle, no sugar added"
13140900,"Light ice cream, fudgesicle (formerly ice milk)"
13142000,"Milk dessert bar or stick, frozen, with coconut"
13150000,"Sherbet, all flavors"
13160150,"Fat free ice cream, no sugar added, chocolate"
13160160,"Fat free ice cream, no sugar added, flavors other than chocolate"
13160400,"Fat free ice cream, flavors other than chocolate"
13160410,"Fat free ice cream, chocolate"
13160420,"Fat free ice cream, NS as to flavor"
13161000,"Milk dessert bar, frozen, made from lowfat milk"
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk"
13161520,"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk"
13161600,"Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener"
13161630,"Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)"
13170000,Baked Alaska
13200110,"Pudding, NFS"
13210110,"Pudding, bread"
13210150,Puerto Rican bread pudding made with evaporated milk
13210160,"Diplomat pudding, Puerto Rican style (Budin Diplomatico)"
13210180,"Pudding, Mexican bread (Capirotada)"
13210190,"Pudding, Mexican bread (Capirotada), lower fat"
13210220,"Pudding, chocolate, NS as to from dry mix or ready-to-eat"
13210250,"Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat"
13210260,"Rice flour cream, Puerto Rican style (manjar blanco)"
13210270,"Custard, Puerto Rican style (Maicena, Natilla)"
13210280,"Pudding, flavors other than chocolate, NS as to from dry mix or ready-to-eat"
13210290,"Pudding, flavors other than chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat"
13210300,Custard
13210350,Flan
13210410,"Pudding, rice"
13210450,"Pudding, rice flour, with nuts (Indian dessert)"
13210500,"Pudding, tapioca, made from home recipe, made with milk"
13210520,"Pudding, tapioca, made from dry mix, made with milk"
13210530,"Pudding, tapioca, chocolate, made with milk"
13210610,"Pudding, coconut"
13210710,"Pudding, Indian (milk, molasses and cornmeal-based pudding)"
13210750,"Pudding, pumpkin"
13210810,Puerto Rican pumpkin pudding (Flan de calabaza)
13210820,"Fresh corn custard, Puerto Rican style (Mazamorra, Mundo Nuevo)"
13220110,"Pudding, flavors other than chocolate, prepared from dry mix, milk added"
13220120,"Pudding, chocolate, prepared from dry mix, milk added"
13220210,"Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added"
13220220,"Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added"
13220230,"Pudding, ready-to-eat, chocolate, reduced fat"
13220235,"Pudding, ready-to-eat, chocolate, fat free"
13220240,"Pudding, ready-to-eat, flavors other than chocolate, reduced fat"
13220245,"Pudding, ready-to-eat, flavors other than chocolate, fat free"
13230110,"Pudding, ready-to-eat, flavors other than chocolate"
13230120,"Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate"
13230130,"Pudding, ready-to-eat, chocolate"
